source,frame_id,imu_idx,quat_w,quat_x,quat_y,quat_z,accel_x,accel_y,accel_z,free_accel_x,free_accel_y,free_accel_z,delta_v_x,delta_v_y,delta_v_z,delta_q_w,delta_q_x,delta_q_y,delta_q_z,rate_x,rate_y,rate_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z,temperature,status_byte,packet_counter,time_fine
right,16,4,0.999383,-0.00231086,0.0350479,-1.36419e-06,-0.682497,-0.0726888,9.78128,-0.483532,-0.148305,0.776741,-0.0068257,-0.000737901,0.0978126,1,5.55925e-05,-3.80761e-06,1.01088e-05,0.0111185,-0.000761522,0.00202177,0.999383,-0.00231086,0.0350479,-1.36419e-06,0.591643,0.132844,-0.704303,35.1875,1,63051,6353686
right,16,5,0.999383,-0.00231086,0.0350479,-1.36419e-06,-0.682497,-0.0726888,9.78128,-0.483532,-0.148305,0.776741,-0.0068257,-0.000737901,0.0978126,1,5.55925e-05,-3.80761e-06,1.01088e-05,0.0111185,-0.000761522,0.00202177,0.999383,-0.00231086,0.0350479,-1.36419e-06,0.591643,0.132844,-0.704303,35.1875,1,63051,6353686
right,16,6,0.999383,-0.00231086,0.0350479,-1.36419e-06,-0.682497,-0.0726888,9.78128,-0.483532,-0.148305,0.776741,-0.0068257,-0.000737901,0.0978126,1,5.55925e-05,-3.80761e-06,1.01088e-05,0.0111185,-0.000761522,0.00202177,0.999383,-0.00231086,0.0350479,-1.36419e-06,0.591643,0.132844,-0.704303,35.1875,1,63051,6353686
left,34,1,0.999384,-0.00224007,0.0350307,1.31462e-05,-0.669856,-0.050356,9.78953,-0.471858,-0.134025,0.784883,-0.0067019,-0.000517489,0.097895,1,7.0002e-05,-1.71828e-05,1.66744e-05,0.0140004,-0.00343656,0.00333488,0.999384,-0.00224007,0.0350307,1.31462e-05,0.590714,0.132346,-0.703299,35.1875,1,63052,6353786
left,34,2,0.999384,-0.00224007,0.0350307,1.31462e-05,-0.669856,-0.050356,9.78953,-0.471858,-0.134025,0.784883,-0.0067019,-0.000517489,0.097895,1,7.0002e-05,-1.71828e-05,1.66744e-05,0.0140004,-0.00343656,0.00333488,0.999384,-0.00224007,0.0350307,1.31462e-05,0.590714,0.132346,-0.703299,35.1875,1,63052,6353786
left,34,3,0.999384,-0.00224007,0.0350307,1.31462e-05,-0.669856,-0.050356,9.78953,-0.471858,-0.134025,0.784883,-0.0067019,-0.000517489,0.097895,1,7.0002e-05,-1.71828e-05,1.66744e-05,0.0140004,-0.00343656,0.00333488,0.999384,-0.00224007,0.0350307,1.31462e-05,0.590714,0.132346,-0.703299,35.1875,1,63052,6353786
left,34,4,0.999384,-0.00218257,0.0350188,1.95769e-05,-0.666929,-0.0388887,9.79029,-0.469158,-0.126969,0.786756,-0.0066714,-0.000400144,0.0979027,1,5.68908e-05,-1.08463e-05,8.81573e-06,0.0113782,-0.00216926,0.00176315,0.999384,-0.00218257,0.0350188,1.95769e-05,0.590236,0.131384,-0.703823,35.1875,1,63053,6353886
right,17,1,0.999384,-0.00218257,0.0350188,1.95769e-05,-0.666929,-0.0388887,9.79029,-0.469158,-0.126969,0.786756,-0.0066714,-0.000400144,0.0979027,1,5.68908e-05,-1.08463e-05,8.81573e-06,0.0113782,-0.00216926,0.00176315,0.999384,-0.00218257,0.0350188,1.95769e-05,0.590236,0.131384,-0.703823,35.1875,1,63053,6353886
right,17,2,0.999384,-0.00218257,0.0350188,1.95769e-05,-0.666929,-0.0388887,9.79029,-0.469158,-0.126969,0.786756,-0.0066714,-0.000400144,0.0979027,1,5.68908e-05,-1.08463e-05,8.81573e-06,0.0113782,-0.00216926,0.00176315,0.999384,-0.00218257,0.0350188,1.95769e-05,0.590236,0.131384,-0.703823,35.1875,1,63053,6353886
right,17,3,0.999385,-0.00212393,0.0350088,2.06491e-05,-0.650796,-0.0263894,9.78858,-0.453996,-0.111464,0.780046,-0.0065096,-0.000275372,0.0978857,1,5.83641e-05,-8.38925e-06,3.99921e-06,0.0116728,-0.00167785,0.000799843,0.999385,-0.00212393,0.0350088,2.06491e-05,0.591589,0.130956,-0.70788,35.1875,1,63054,6353986
right,17,4,0.999385,-0.00212393,0.0350088,2.06491e-05,-0.650796,-0.0263894,9.78858,-0.453996,-0.111464,0.780046,-0.0065096,-0.000275372,0.0978857,1,5.83641e-05,-8.38925e-06,3.99921e-06,0.0116728,-0.00167785,0.000799843,0.999385,-0.00212393,0.0350088,2.06491e-05,0.591589,0.130956,-0.70788,35.1875,1,63054,6353986
right,17,5,0.999385,-0.00212393,0.0350088,2.06491e-05,-0.650796,-0.0263894,9.78858,-0.453996,-0.111464,0.780046,-0.0065096,-0.000275372,0.0978857,1,5.83641e-05,-8.38925e-06,3.99921e-06,0.0116728,-0.00167785,0.000799843,0.999385,-0.00212393,0.0350088,2.06491e-05,0.591589,0.130956,-0.70788,35.1875,1,63054,6353986
right,17,6,0.999385,-0.00207731,0.0350147,3.00526e-05,-0.669138,-0.0243577,9.80059,-0.463674,-0.106498,0.794712,-0.00669004,-0.00025273,0.098006,1,4.59349e-05,6.79843e-06,1.11737e-05,0.00918697,0.00135969,0.00223473,0.999385,-0.00207731,0.0350147,3.00526e-05,0.591577,0.130965,-0.708384,35.1875,1,63055,6354086
left,35,1,0.999385,-0.00207731,0.0350147,3.00526e-05,-0.669138,-0.0243577,9.80059,-0.463674,-0.106498,0.794712,-0.00669004,-0.00025273,0.098006,1,4.59349e-05,6.79843e-06,1.11737e-05,0.00918697,0.00135969,0.00223473,0.999385,-0.00207731,0.0350147,3.00526e-05,0.591577,0.130965,-0.708384,35.1875,1,63055,6354086
left,35,2,0.999385,-0.00207731,0.0350147,3.00526e-05,-0.669138,-0.0243577,9.80059,-0.463674,-0.106498,0.794712,-0.00669004,-0.00025273,0.098006,1,4.59349e-05,6.79843e-06,1.11737e-05,0.00918697,0.00135969,0.00223473,0.999385,-0.00207731,0.0350147,3.00526e-05,0.591577,0.130965,-0.708384,35.1875,1,63055,6354086
left,35,3,0.999385,-0.00202991,0.0350019,3.71184e-05,-0.690918,-0.0271459,9.7885,-0.492511,-0.109439,0.786111,-0.00691159,-0.000280744,0.0978848,1,4.68045e-05,-1.23642e-05,8.85347e-06,0.00936091,-0.00247284,0.00177069,0.999385,-0.00202991,0.0350019,3.71184e-05,0.590607,0.132906,-0.707327,35.1875,1,63056,6354186
right,18,1,0.999385,-0.00202991,0.0350019,3.71184e-05,-0.690918,-0.0271459,9.7885,-0.492511,-0.109439,0.786111,-0.00691159,-0.000280744,0.0978848,1,4.68045e-05,-1.23642e-05,8.85347e-06,0.00936091,-0.00247284,0.00177069,0.999385,-0.00202991,0.0350019,3.71184e-05,0.590607,0.132906,-0.707327,35.1875,1,63056,6354186
