source,frame_id,imu_idx,quat_w,quat_x,quat_y,quat_z,accel_x,accel_y,accel_z,free_accel_x,free_accel_y,free_accel_z,delta_v_x,delta_v_y,delta_v_z,delta_q_w,delta_q_x,delta_q_y,delta_q_z,rate_x,rate_y,rate_z,quat_w,quat_x,quat_y,quat_z,mag_x,mag_y,mag_z,temperature,status_byte,packet_counter,time_fine
left,32,1,0.999229,0.000189443,0.0392707,0.000128694,-0.685091,-0.0308982,9.75042,0.0765695,0.72144,0.799628,-0.00685464,-0.000316529,0.097504,1,3.76645e-05,-1.91965e-05,1.47111e-05,0.00753291,-0.0038393,0.00294222,0.999229,0.000189443,0.0392707,0.000128694,0.129029,-0.757357,-0.827511,34.0625,1,16200,8225214
left,32,2,0.999229,0.000189443,0.0392707,0.000128694,-0.685091,-0.0308982,9.75042,0.0765695,0.72144,0.799628,-0.00685464,-0.000316529,0.097504,1,3.76645e-05,-1.91965e-05,1.47111e-05,0.00753291,-0.0038393,0.00294222,0.999229,0.000189443,0.0392707,0.000128694,0.129029,-0.757357,-0.827511,34.0625,1,16200,8225214
left,32,3,0.999229,0.000189443,0.0392707,0.000128694,-0.685091,-0.0308982,9.75042,0.0765695,0.72144,0.799628,-0.00685464,-0.000316529,0.097504,1,3.76645e-05,-1.91965e-05,1.47111e-05,0.00753291,-0.0038393,0.00294222,0.999229,0.000189443,0.0392707,0.000128694,0.129029,-0.757357,-0.827511,34.0625,1,16200,8225214
left,32,4,0.999229,0.000230276,0.0392677,0.000128841,-0.634176,-0.0384014,9.80123,0.132879,0.713673,0.842888,-0.00634223,-0.00039221,0.0980122,1,4.16767e-05,-2.39713e-06,2.1159e-06,0.00833534,-0.000479425,0.00042318,0.999229,0.000230276,0.0392677,0.000128841,0.129613,-0.756954,-0.82296,34.0625,1,16201,8225314
right,15,1,0.999229,0.000230276,0.0392677,0.000128841,-0.634176,-0.0384014,9.80123,0.132879,0.713673,0.842888,-0.00634223,-0.00039221,0.0980122,1,4.16767e-05,-2.39713e-06,2.1159e-06,0.00833534,-0.000479425,0.00042318,0.999229,0.000230276,0.0392677,0.000128841,0.129613,-0.756954,-0.82296,34.0625,1,16201,8225314
right,15,2,0.999229,0.000230276,0.0392677,0.000128841,-0.634176,-0.0384014,9.80123,0.132879,0.713673,0.842888,-0.00634223,-0.00039221,0.0980122,1,4.16767e-05,-2.39713e-06,2.1159e-06,0.00833534,-0.000479425,0.00042318,0.999229,0.000230276,0.0392677,0.000128841,0.129613,-0.756954,-0.82296,34.0625,1,16201,8225314
right,15,3,0.999229,0.000258767,0.0392614,0.000137522,-0.658293,-0.0794516,9.80884,0.11873,0.673018,0.858993,-0.00658399,-0.00080023,0.0980883,1,2.84463e-05,-5.50968e-06,1.0172e-05,0.00568925,-0.00110194,0.0020344,0.999229,0.000258767,0.0392614,0.000137522,0.127697,-0.75598,-0.821919,34.0625,1,16202,8225414
right,15,4,0.999229,0.000258767,0.0392614,0.000137522,-0.658293,-0.0794516,9.80884,0.11873,0.673018,0.858993,-0.00658399,-0.00080023,0.0980883,1,2.84463e-05,-5.50968e-06,1.0172e-05,0.00568925,-0.00110194,0.0020344,0.999229,0.000258767,0.0392614,0.000137522,0.127697,-0.75598,-0.821919,34.0625,1,16202,8225414
right,15,5,0.999229,0.000258767,0.0392614,0.000137522,-0.658293,-0.0794516,9.80884,0.11873,0.673018,0.858993,-0.00658399,-0.00080023,0.0980883,1,2.84463e-05,-5.50968e-06,1.0172e-05,0.00568925,-0.00110194,0.0020344,0.999229,0.000258767,0.0392614,0.000137522,0.127697,-0.75598,-0.821919,34.0625,1,16202,8225414
right,15,6,0.999229,0.000293986,0.0392555,0.000151397,-0.731007,-0.105808,9.76773,0.0386375,0.644215,0.809792,-0.00731096,-0.00106522,0.0976772,1,3.53774e-05,-4.74445e-06,1.56701e-05,0.00707547,-0.00094889,0.00313401,0.999229,0.000293986,0.0392555,0.000151397,0.126216,-0.755941,-0.823426,34.0625,1,16203,8225514
left,33,1,0.999229,0.000293986,0.0392555,0.000151397,-0.731007,-0.105808,9.76773,0.0386375,0.644215,0.809792,-0.00731096,-0.00106522,0.0976772,1,3.53774e-05,-4.74445e-06,1.56701e-05,0.00707547,-0.00094889,0.00313401,0.999229,0.000293986,0.0392555,0.000151397,0.126216,-0.755941,-0.823426,34.0625,1,16203,8225514
left,33,2,0.999229,0.000293986,0.0392555,0.000151397,-0.731007,-0.105808,9.76773,0.0386375,0.644215,0.809792,-0.00731096,-0.00106522,0.0976772,1,3.53774e-05,-4.74445e-06,1.56701e-05,0.00707547,-0.00094889,0.00313401,0.999229,0.000293986,0.0392555,0.000151397,0.126216,-0.755941,-0.823426,34.0625,1,16203,8225514
left,33,3,0.99923,0.000327394,0.0392417,0.000167393,-0.69039,-0.153795,9.79181,0.0718883,0.603719,0.838852,-0.00690631,-0.00154497,0.0979178,1,3.45854e-05,-1.26141e-05,1.79225e-05,0.00691709,-0.00252281,0.0035845,0.99923,0.000327394,0.0392417,0.000167393,0.126657,-0.754952,-0.824417,34.0625,1,16204,8225614
right,16,1,0.99923,0.000327394,0.0392417,0.000167393,-0.69039,-0.153795,9.79181,0.0718883,0.603719,0.838852,-0.00690631,-0.00154497,0.0979178,1,3.45854e-05,-1.26141e-05,1.79225e-05,0.00691709,-0.00252281,0.0035845,0.99923,0.000327394,0.0392417,0.000167393,0.126657,-0.754952,-0.824417,34.0625,1,16204,8225614
right,16,2,0.99923,0.000327394,0.0392417,0.000167393,-0.69039,-0.153795,9.79181,0.0718883,0.603719,0.838852,-0.00690631,-0.00154497,0.0979178,1,3.45854e-05,-1.26141e-05,1.79225e-05,0.00691709,-0.00252281,0.0035845,0.99923,0.000327394,0.0392417,0.000167393,0.126657,-0.754952,-0.824417,34.0625,1,16204,8225614
right,16,3,0.99923,0.00038734,0.039228,0.000183161,-0.708902,-0.117639,9.80751,0.0711687,0.629741,0.861774,-0.0070914,-0.00118863,0.0980747,1,6.10705e-05,-1.23458e-05,1.84866e-05,0.0122141,-0.00246915,0.00369733,0.99923,0.00038734,0.039228,0.000183161,0.127561,-0.755881,-0.827472,34.0625,1,16205,8225714
right,16,4,0.99923,0.00038734,0.039228,0.000183161,-0.708902,-0.117639,9.80751,0.0711687,0.629741,0.861774,-0.0070914,-0.00118863,0.0980747,1,6.10705e-05,-1.23458e-05,1.84866e-05,0.0122141,-0.00246915,0.00369733,0.99923,0.00038734,0.039228,0.000183161,0.127561,-0.755881,-0.827472,34.0625,1,16205,8225714
right,16,5,0.99923,0.00038734,0.039228,0.000183161,-0.708902,-0.117639,9.80751,0.0711687,0.629741,0.861774,-0.0070914,-0.00118863,0.0980747,1,6.10705e-05,-1.23458e-05,1.84866e-05,0.0122141,-0.00246915,0.00369733,0.99923,0.00038734,0.039228,0.000183161,0.127561,-0.755881,-0.827472,34.0625,1,16205,8225714
right,16,6,0.999231,0.000429839,0.0392194,0.000183397,-0.660609,-0.0841468,9.80509,0.107356,0.667172,0.842734,-0.0066075,-0.000850296,0.0980507,1,4.48413e-05,-7.21242e-06,2.58722e-06,0.00896826,-0.00144248,0.000517445,0.999231,0.000429839,0.0392194,0.000183397,0.127059,-0.75538,-0.827963,34.0625,1,16206,8225814
