frame_id,point_id,x,y,z,doppler,snr,noise
487,5,-4.7127,7.4483,0.2618,0,214,788,17163
487,6,-0.5849,1.8811,0,0.4758,185,860,17163
487,7,-0.5398,1.871,-0.674,1.9033,280,562,17163
488,1,0.1253,1.3859,-0.2089,0,305,748,17197
488,2,-4.4453,5.9755,-2.5736,0,183,842,17197
488,3,-4.7127,7.4483,0.2618,0,203,799,17197
488,4,-0.2228,1.7388,-0.6685,1.4275,379,556,17197
488,5,-2.3201,3.1161,-2.4566,1.4275,188,548,17197
488,6,-0.5459,4.5456,-0.4094,1.4275,188,548,17197
489,1,0.1253,1.3789,-0.2507,0,302,752,17230
489,2,-4.6793,5.8925,-2.3396,0,188,825,17230
489,3,-4.7127,7.4483,0.2618,0,188,813,17230
489,4,-4.0944,7.7652,2.7296,0,151,748,17230
489,5,-3.8214,1.3254,-2.1837,1.4275,188,554,17230
489,6,-1.6377,4.2927,-0.1365,1.4275,188,554,17230
489,7,-1.0918,4.4462,-0.4094,1.4275,188,554,17230
490,1,0.1253,1.3789,-0.2507,0,305,748,17263
490,2,0.0836,1.389,-0.2089,0,305,748,17263
490,3,-4.4453,6.071,-2.3396,0,203,816,17263
491,1,0.1253,1.3789,-0.2507,0,304,750,17296
491,2,0.0836,1.389,-0.2089,0,304,750,17296
491,3,0.1253,1.3859,-0.2089,0,304,750,17296
491,4,-4.6793,6.0574,-1.8717,0,199,814,17296
491,5,-4.7127,7.4529,0,0,180,820,17296
492,1,0.0836,1.389,-0.2089,0,304,750,17330
492,2,0.5821,1.5808,-0.5821,0,152,833,17330
492,3,-0.9247,7.3007,-2.543,0,195,813,17330
492,4,-4.7127,7.4345,0.5236,0,179,823,17330
493,1,0.1253,1.3859,-0.2089,0,303,750,17363
493,2,-0.9247,7.3771,-2.3118,0,196,819,17363
493,3,-4.7127,7.4483,0.2618,0,176,823,17363
493,4,-3.8214,7.9922,2.4566,0,163,765,17363
494,1,0.1253,1.3789,-0.2507,0,308,746,17396
494,2,0.0836,1.389,-0.2089,0,308,746,17396
494,3,-4.6793,5.9801,-2.1057,0,213,802,17396
494,4,-4.7127,7.4483,0.2618,0,190,812,17396
494,5,-3.8214,7.9922,2.4566,0,158,752,17396
495,1,0.1253,1.3859,-0.2089,0,305,748,17430
495,2,-4.9132,5.8693,-1.8717,0,200,812,17430
495,3,-3.8855,7.8068,-0.259,0,172,831,17430
495,4,-4.0944,7.7652,2.7296,0,172,751,17430
496,1,0.1253,1.3859,-0.2089,0,304,750,17463
496,2,-4.9132,5.7894,-2.1057,0,207,805,17463
496,3,-4.7127,7.4483,0.2618,0,176,820,17463
496,4,-3.8214,7.9031,2.7296,0,152,766,17463
496,5,1.9413,3.2487,-0.6852,-1.4275,152,556,17463
496,6,-3.6543,0.9845,0.6852,-1.4275,152,556,17463
497,1,0.1253,1.3859,-0.2089,0,303,751,17497
497,2,-4.6793,5.9801,-2.1057,0,207,806,17497
497,3,-4.4509,7.6076,0.2618,0,186,816,17497
497,4,-3.5484,8.1171,2.4566,0,172,753,17497
497,5,-0.4902,1.9087,-0.6128,0.9517,311,611,17497
497,6,-1.2868,0.5065,-1.5319,0.9517,311,611,17497
498,1,0.1253,1.3859,-0.2089,0,304,749,17530
498,2,-4.6793,5.9801,-2.1057,0,209,808,17530
498,3,-3.5874,7.8326,0.5125,0,172,827,17530
498,4,-4.7127,7.4483,0.2618,0,210,793,17530
498,5,-3.8214,7.9031,2.7296,0,161,754,17530
499,1,0.1253,1.3859,-0.2089,0,303,751,17564
499,2,-0.9247,7.4456,-2.0806,0,224,806,17564
499,3,-3.5874,7.8451,0.2562,0,171,829,17564
499,4,-4.4509,7.6076,0.2618,0,203,799,17564
499,5,-3.8214,7.9031,2.7296,0,163,752,17564
500,1,0.1253,1.3859,-0.2089,0,300,753,17597
500,2,-4.6793,5.6845,-2.8076,0,217,802,17597
500,3,-1.1698,7.789,-0.234,0,217,802,17597
500,4,-4.1445,7.6724,-0.259,0,190,814,17597
500,5,-3.5484,8.1947,2.1837,0,161,754,17597
501,1,0.1253,1.3859,-0.2089,0,306,748,17630
501,2,-4.4453,5.9755,-2.5736,0,191,835,17630
501,3,-3.6264,7.8965,-0.7771,0,187,829,17630
502,1,0.1253,1.3789,-0.2507,0,302,751,17663
502,2,0.0836,1.389,-0.2089,0,302,751,17663
502,3,-4.6793,5.6845,-2.8076,0,201,828,17663
502,4,-1.4038,7.7537,0,0,201,828,17663
502,5,-4.1891,7.7593,0,0,191,819,17663
503,1,0.1253,1.3789,-0.2507,0,304,750,17696
503,2,-4.6793,5.5628,-3.0415,0,211,828,17696
503,3,-1.1698,7.7784,-0.4679,0,211,828,17696
503,4,-3.9272,7.8907,-0.2618,0,186,829,17696
504,1,0.1253,1.3789,-0.2507,0,302,752,17730
504,2,0.1253,1.3859,-0.2089,0,302,752,17730
504,3,-1.1698,7.7784,-0.4679,0,222,831,17730
504,4,-4.4453,5.6215,-3.2755,0,222,831,17730
504,5,-3.9272,7.8907,-0.2618,0,195,821,17730
505,1,0.1253,1.3789,-0.2507,0,300,753,17763
505,2,-4.4453,5.6215,-3.2755,0,219,829,17763
505,3,-1.1698,7.789,-0.234,0,219,829,17763
505,4,-4.1891,7.7593,0,0,195,817,17763
506,1,0.1253,1.3859,-0.2089,0,305,749,17797
506,2,-4.4453,5.6215,-3.2755,0,221,826,17797
506,3,-1.1698,7.789,-0.234,0,221,826,17797
506,4,-4.1891,7.7593,0,0,196,818,17797
506,5,0.6824,2.8593,-1.4623,-1.4275,191,581,17797
506,6,2.1447,2.486,0,-1.4275,191,581,17797
507,1,0.1253,1.3789,-0.2507,0,307,746,17830
507,2,-1.1698,7.7784,-0.4679,0,219,830,17830
507,3,-4.4453,5.6215,-3.2755,0,219,830,17830
507,4,-3.9272,7.895,0,0,198,817,17830
508,1,0.1253,1.3859,-0.2089,0,306,748,17863
508,2,-1.1698,7.7784,-0.4679,0,234,816,17863
508,3,-4.4453,5.6215,-3.2755,0,234,816,17863
508,4,-3.9272,7.895,0,0,193,822,17863
509,1,0.1253,1.3789,-0.2507,0,304,750,17896
509,2,-1.1698,7.7784,-0.4679,0,226,821,17896
509,3,-4.4453,5.6215,-3.2755,0,226,821,17896
509,4,-3.8855,7.7938,-0.5181,0,174,837,17896
509,5,2.6961,3.0052,-0.8579,-1.9033,158,565,17896
510,1,0.1253,1.3859,-0.2089,0,302,752,17930
510,2,-4.6793,5.5628,-3.0415,0,216,817,17930
510,3,-1.1698,7.7784,-0.4679,0,216,817,17930
510,4,-3.8855,7.7938,-0.5181,0,167,843,17930
511,1,0.1253,1.3789,-0.2507,0,304,749,17963
511,2,0.0836,1.389,-0.2089,0,304,749,17963
511,3,-4.6793,5.6845,-2.8076,0,202,825,17963
511,4,-1.1698,7.7784,-0.4679,0,202,825,17963
511,5,-3.8855,7.7938,-0.5181,0,169,842,17963
512,1,0.1253,1.3859,-0.2089,0,304,749,17996
512,2,-4.6793,5.6845,-2.8076,0,186,835,17996
512,3,-1.1698,7.789,-0.234,0,186,835,17996
512,4,-4.1891,7.7593,0,0,191,820,17996
513,1,0.1253,1.3859,-0.2089,0,300,754,18031
513,2,-4.4453,5.8693,-2.8076,0,197,834,18031
513,3,-1.1698,7.789,-0.234,0,197,834,18031
513,4,-4.4509,7.6076,0.2618,0,177,832,18031
514,1,0.1253,1.3859,-0.2089,0,302,751,18063
514,2,-4.4453,5.8693,-2.8076,0,202,825,18063
514,3,-1.1698,7.7925,0,0,202,825,18063
514,4,-4.4509,7.6121,0,0,176,832,18063
515,1,0.1253,1.3859,-0.2089,0,303,751,18097
515,2,-4.4453,5.7515,-3.0415,0,220,821,18097
515,3,-1.1698,7.7925,0,0,220,821,18097
515,4,-3.8855,7.7938,-0.5181,0,168,843,18097
516,1,0.1253,1.3859,-0.2089,0,303,751,18130
516,2,-4.6793,5.7942,-2.5736,0,208,820,18130
516,3,-1.4038,7.7396,0.4679,0,208,820,18130
516,4,-3.8855,7.7938,-0.5181,0,165,845,18130
516,5,-3.5484,8.1171,2.4566,0,159,759,18130
516,6,0.2925,1.934,-0.234,-0.9517,340,612,18130
517,1,0.1253,1.3859,-0.2089,0,303,751,18163
517,2,0.5821,1.5808,-0.5821,0,150,834,18163
517,3,-2.3174,5.4341,1.0695,0,150,783,18163
517,4,-4.6793,5.7942,-2.5736,0,201,829,18163
517,5,-1.4038,7.7502,0.234,0,201,829,18163
517,6,-3.8855,7.7938,-0.5181,0,164,845,18163
517,7,-3.5484,8.1171,2.4566,0,166,758,18163
517,8,0.1671,1.8612,-0.1671,-1.4275,244,563,18163
518,1,0.0836,1.389,-0.2089,0,299,755,18197
518,2,0.5292,1.634,-0.4763,0,153,836,18197
518,3,-1.9608,5.6294,0.713,0,156,778,18197
518,4,-4.6793,5.6845,-2.8076,0,213,820,18197
518,5,-1.1698,7.789,-0.234,0,213,820,18197
518,6,-3.9272,7.8907,-0.2618,0,184,827,18197
518,7,-3.5484,8.1947,2.1837,0,150,772,18197
519,1,0.0836,1.389,-0.2089,0,303,751,18231
519,2,-1.9608,5.6294,0.713,0,159,779,18231
519,3,-4.6793,5.5628,-3.0415,0,211,821,18231
519,4,-1.1698,7.7784,-0.4679,0,211,821,18231
519,5,-3.9272,7.8907,-0.2618,0,194,817,18231
519,6,-3.8214,7.9922,2.4566,0,159,760,18231
519,7,0,1.8811,-0.5849,-0.9517,336,616,18231
520,1,0.1253,1.3859,-0.2089,0,304,749,18263
520,2,-1.7826,5.7079,0.5348,0,155,786,18263
520,3,-4.6793,5.5628,-3.0415,0,207,822,18263
520,4,-1.1698,7.7784,-0.4679,0,207,822,18263
520,5,-3.6264,7.8965,-0.7771,0,185,827,18263
520,6,-3.5484,8.1171,2.4566,0,167,754,18263
520,7,0.4456,1.8088,-0.2228,-0.9517,258,591,18263
520,8,-0.3342,1.5501,-1.0027,-0.9517,258,591,18263
521,1,0.1253,1.3859,-0.2089,0,306,747,18297
521,2,-1.6043,5.7743,0.3565,0,150,794,18297
521,3,-4.6793,5.5628,-3.0415,0,214,819,18297
521,4,-1.1698,7.7784,-0.4679,0,214,819,18297
521,5,-3.6264,7.8965,-0.7771,0,178,836,18297
521,6,-3.8855,7.7938,-0.5181,0,178,836,18297
521,7,-3.5484,8.1171,2.4566,0,159,761,18297
522,1,0.1253,1.3859,-0.2089,0,304,750,18330
522,2,-1.0695,5.9049,-0.1783,0,160,793,18330
522,3,-4.6793,5.5628,-3.0415,0,215,813,18330
522,4,-1.1698,7.7784,-0.4679,0,215,813,18330
522,5,-3.6264,7.9177,-0.5181,0,170,843,18330
522,6,-3.5484,8.1171,2.4566,0,154,768,18330
523,1,0.0836,1.389,-0.2089,0,305,748,18363
523,2,0.688,1.5377,-0.5821,0,155,831,18363
523,3,-4.6793,5.5628,-3.0415,0,213,813,18363
523,4,-1.1698,7.7784,-0.4679,0,213,813,18363
523,5,-3.8855,7.7938,-0.5181,0,160,850,18363
523,6,0.4456,1.8088,-0.2228,-0.9517,390,601,18363
524,1,0.1253,1.3859,-0.2089,0,303,751,18397
524,2,0.4763,1.7044,-0.2117,0,179,834,18397
524,3,-4.6793,5.5628,-3.0415,0,207,817,18397
524,4,-1.1698,7.7784,-0.4679,0,207,817,18397
524,5,-3.8855,7.7938,-0.5181,0,170,842,18397
524,6,-3.5484,8.1171,2.4566,0,162,756,18397
522,1,0.1253,1.3859,-0.2089,0,302,751,18431
522,2,0.635,1.5603,-0.5821,0,151,834,18431
522,3,-4.6793,5.6845,-2.8076,0,210,821,18431
522,4,-1.1698,7.7784,-0.4679,0,210,821,18431
522,5,-3.8855,7.7938,-0.5181,0,170,843,18431
522,6,0.4763,1.697,-0.2646,-1.4275,360,554,18431
526,1,0.1253,1.3859,-0.2089,0,306,748,18464
526,2,-4.6793,5.5628,-3.0415,0,218,814,18464
526,3,-1.1698,7.7784,-0.4679,0,218,814,18464
526,4,-3.8855,7.7938,-0.5181,0,162,847,18464
526,5,-3.5484,8.1171,2.4566,0,155,765,18464
526,6,2.1001,1.6988,0.3231,-1.4275,172,617,18464
526,7,0.9693,2.3498,-0.9693,-1.4275,172,617,18464
526,8,0.4763,1.697,-0.2646,-0.9517,369,589,18464
527,1,0.1253,1.3859,-0.2089,0,304,750,18497
527,2,-4.6793,5.5628,-3.0415,0,219,816,18497
527,3,-1.1698,7.7784,-0.4679,0,219,816,18497
527,4,-3.8855,7.8068,-0.259,0,165,846,18497
527,5,0.4011,1.6022,-0.3509,-1.4275,380,564,18497
527,6,1.1531,1.1825,0.3509,-1.4275,380,564,18497
528,1,0.1253,1.3859,-0.2089,0,302,752,18530
528,2,-4.6793,5.5628,-3.0415,0,215,820,18530
528,3,-1.1698,7.7784,-0.4679,0,215,820,18530
528,4,-3.6264,7.9177,-0.5181,0,167,842,18530
528,5,-3.2755,8.3076,2.1837,0,159,766,18530
528,6,0.6518,1.5374,-0.2507,-0.9517,507,543,18530
529,1,0.1253,1.3859,-0.2089,0,305,749,18563
529,2,0.635,1.5958,-0.4763,0,154,833,18563
529,3,-4.6793,5.5628,-3.0415,0,213,821,18563
529,4,-1.1698,7.7784,-0.4679,0,213,821,18563
529,5,-4.1445,7.6724,-0.259,0,165,847,18563
530,1,0.0836,1.389,-0.2089,0,305,748,18598
530,2,0.688,1.5166,-0.635,0,159,831,18598
530,3,-4.6793,5.6845,-2.8076,0,208,825,18598
530,4,-1.1698,7.7784,-0.4679,0,208,825,18598
530,5,-3.8855,7.8068,-0.259,0,172,836,18598
530,6,-3.5484,8.1171,2.4566,0,155,765,18598
531,1,0.1253,1.3859,-0.2089,0,306,748,18630
531,2,0.5292,1.6175,-0.5292,0,160,832,18630
531,3,-4.4453,5.7515,-3.0415,0,214,821,18630
531,4,-1.1698,7.7784,-0.4679,0,214,821,18630
531,5,-3.6264,7.8965,-0.7771,0,179,831,18630
531,6,-3.5484,8.1171,2.4566,0,170,749,18630
532,1,0.0836,1.389,-0.2089,0,305,746,18663
532,2,-4.6793,5.5628,-3.0415,0,207,824,18663
532,3,-1.1698,7.7784,-0.4679,0,207,824,18663
532,4,-3.8855,7.7938,-0.5181,0,174,838,18663
532,5,0.2646,1.7425,0.2646,-0.4758,195,780,18663
533,1,0.1253,1.3859,-0.2089,0,298,751,18697
533,2,-4.6793,5.5628,-3.0415,0,209,821,18697
533,3,-1.1698,7.7784,-0.4679,0,209,821,18697
533,4,-3.8855,7.8068,-0.259,0,174,833,18697
533,5,-3.5484,8.1947,2.1837,0,160,761,18697
533,6,0.7047,1.936,0.6406,-0.9517,257,683,18697
533,7,0.2117,1.7626,0.1588,-0.4758,244,775,18697
534,1,0.1253,1.3859,-0.2089,0,301,753,18731
534,2,-4.6793,5.5628,-3.0415,0,210,818,18731
534,3,-1.1698,7.7784,-0.4679,0,210,818,18731
534,4,-3.9272,7.8907,-0.2618,0,189,823,18731
534,5,0.4902,1.9087,0.6128,-0.9517,274,642,18731
534,6,0.4512,1.6271,0,-0.4758,217,741,18731
535,1,0.1253,1.3859,-0.2089,0,306,747,18763
535,2,0.7019,1.4951,-0.3509,0,208,795,18763
535,3,0.5849,3.2248,-0.195,0,161,875,18763
535,4,-4.4453,5.7515,-3.0415,0,207,821,18763
535,5,-1.1698,7.7784,-0.4679,0,207,821,18763
535,6,-3.8855,7.7938,-0.5181,0,177,836,18763
535,7,-3.8214,7.9922,2.4566,0,150,768,18763
535,8,0.5766,1.8437,0.9609,-0.9517,234,701,18763
536,1,0.0836,1.389,-0.2089,0,301,748,18796
536,2,0.6824,3.1982,-0.2925,0,154,888,18796
536,3,-4.6793,5.5628,-3.0415,0,206,825,18796
536,4,-1.1698,7.7784,-0.4679,0,206,825,18796
536,5,-3.6264,7.9177,-0.5181,0,166,844,18796
536,6,-3.5484,8.1947,2.1837,0,156,767,18796
536,7,0.6128,1.8284,0.7353,-0.9517,245,689,18796
536,8,0.6518,1.5577,0,-0.4758,229,749,18796
537,1,0.1253,1.3859,-0.2089,0,307,751,18830
537,2,-4.6793,5.5628,-3.0415,0,206,823,18830
537,3,-1.1698,7.7784,-0.4679,0,206,823,18830
537,4,-3.8855,7.7938,-0.5181,0,164,848,18830
537,5,0.4679,1.7295,0.8189,-0.9517,243,641,18830
538,1,0.1671,1.3745,-0.2507,0,308,750,18863
538,2,-4.6793,5.5628,-3.0415,0,202,830,18863
538,3,-1.1698,7.7784,-0.4679,0,202,830,18863
538,4,-3.8855,7.7938,-0.5181,0,173,839,18863
538,5,-3.5484,8.1947,2.1837,0,154,764,18863
538,6,0.4512,1.6202,0.1504,-0.9517,352,577,18863
539,1,0.7576,1.3961,-0.142,0,294,769,18896
539,2,-4.6793,5.5628,-3.0415,0,199,830,18896
539,3,-1.1698,7.7784,-0.4679,0,199,830,18896
539,4,-3.6264,7.8965,-0.7771,0,170,845,18896
539,5,-3.5484,8.1947,2.1837,0,153,772,18896
539,6,0.5821,1.6838,0.0529,-0.9517,345,587,18896
540,1,0.1253,1.3859,-0.2089,0,307,751,18930
540,2,-4.6793,5.5628,-3.0415,0,194,830,18930
540,3,-1.1698,7.7784,-0.4679,0,194,830,18930
540,4,-3.8855,7.7938,-0.5181,0,165,846,18930
540,5,-3.5484,8.1947,2.1837,0,150,770,18930
541,1,0.1253,1.3859,-0.2089,0,296,748,18963
541,2,-4.6793,5.5628,-3.0415,0,203,829,18963
541,3,-1.1698,7.7784,-0.4679,0,203,829,18963
541,4,-3.6264,7.9177,-0.5181,0,169,844,18963
541,5,-3.5484,8.1947,2.1837,0,150,767,18963
542,1,0.0836,1.3821,-0.2507,0,301,752,18996
542,2,1.2032,2.9564,-1.103,0,162,868,18996
542,3,-0.1003,2.1443,-2.607,0,162,868,18996
542,4,-4.6793,5.5628,-3.0415,0,206,828,18996
542,5,-1.1698,7.7784,-0.4679,0,206,828,18996
542,6,-4.4509,7.6076,0.2618,0,177,830,18996
543,1,-4.6793,5.5628,-3.0415,0,205,830,19031
543,2,-1.1698,7.789,-0.234,0,205,830,19031
543,3,-4.1445,7.6724,-0.259,0,161,846,19031
543,4,0.7604,1.7831,-0.3509,-1.4275,186,649,19031
543,5,0.6685,1.3431,0.0446,-0.4758,365,701,19031
544,1,0.1253,1.3789,-0.2507,0,312,746,19063
544,2,-4.6793,5.5628,-3.0415,0,198,830,19063
544,3,-1.1698,7.7784,-0.4679,0,198,830,19063
544,4,-3.8855,7.7938,-0.5181,0,166,844,19063
544,5,-3.2755,8.3076,2.1837,0,151,775,19063
544,6,0.6128,1.7592,-0.2228,-1.4275,305,625,19063
544,7,0.8022,2.0769,-0.3342,-1.4275,184,661,19063
544,8,1.2088,2.6094,-0.4317,-1.4275,174,611,19063
545,1,0.0836,1.389,-0.2089,0,299,748,19097
545,2,0.688,1.5166,-0.635,0,152,831,19097
545,3,-1.1698,7.7784,-0.4679,0,196,834,19097
545,4,-4.6793,5.5628,-3.0415,0,196,834,19097
545,5,-3.8855,7.7938,-0.5181,0,172,842,19097
545,6,0.8356,1.6462,-0.3342,-1.9033,285,568,19097
545,7,1.5876,2.0541,-1.0863,-1.4275,197,601,19097
545,8,1.5041,2.1569,-1.0027,-1.4275,197,601,19097
545,9,2.5903,1.0711,0.2507,-1.4275,197,601,19097
546,1,0.1671,1.3814,-0.2089,0,295,746,19130
546,2,-4.6793,5.6845,-2.8076,0,198,831,19130
546,3,-1.1698,7.7784,-0.4679,0,198,831,19130
546,4,-4.1445,7.6724,-0.259,0,159,849,19130
546,5,0.7938,1.5639,-0.3175,-1.9033,384,556,19130
546,6,1.6962,2.1253,-0.0808,-1.9033,161,579,19130
547,1,0.1253,1.3859,-0.2089,0,311,749,19163
547,2,0.7409,1.4915,-0.635,0,161,831,19163
547,3,-4.4453,5.7515,-3.0415,0,199,835,19163
547,4,-1.1698,7.789,-0.234,0,199,835,19163
547,5,-4.1891,7.7549,0.2618,0,180,827,19163
547,6,-3.5484,8.1171,2.4566,0,157,766,19163
548,1,0.1671,1.3814,-0.2089,0,305,750,19197
548,2,0.7409,1.4915,-0.635,0,159,832,19197
548,3,-4.4453,5.6215,-3.2755,0,199,832,19197
548,4,-1.1698,7.7784,-0.4679,0,199,832,19197
548,5,-4.4509,7.5941,0.5236,0,169,836,19197
548,6,0.8996,1.2611,-0.3788,-2.3791,343,553,19197
548,7,1.7297,1.8116,-0.376,-1.4275,177,607,19197
549,1,0.1253,1.3789,-0.2507,0,309,749,19231
549,2,0.688,1.5377,-0.5821,0,166,833,19231
549,3,-4.6793,5.5628,-3.0415,0,197,829,19231
549,4,-1.1698,7.7784,-0.4679,0,197,829,19231
549,5,-3.8855,7.7938,-0.5181,0,160,850,19231
549,6,1.0417,1.1298,-0.4261,-1.9033,371,557,19231
549,7,1.8801,1.6135,-0.5264,-1.9033,219,571,19231
550,1,0.1671,1.3871,-0.1671,0,291,752,19263
550,2,-4.4453,5.7515,-3.0415,0,206,828,19263
550,3,-1.1698,7.789,-0.234,0,206,828,19263
550,4,-3.8855,7.8068,-0.259,0,163,845,19263
550,5,-4.1891,7.7549,0.2618,0,178,830,19263
550,6,1.5319,1.3485,-0.3064,-1.9033,189,654,19263
550,7,1.8104,1.5755,-0.4345,-1.4275,213,622,19263
551,1,0.1253,1.3915,-0.1671,0,300,750,19296
551,2,-4.6793,5.6845,-2.8076,0,204,829,19296
551,3,-1.1698,7.7784,-0.4679,0,204,829,19296
551,4,-3.9272,7.895,0,0,179,829,19296
551,5,-3.2755,8.231,2.4566,0,150,774,19296
551,6,0.9609,1.0142,-0.1671,-1.4275,375,548,19296
551,7,1.5319,1.3706,-0.1838,-1.4275,169,669,19296
552,1,0.0836,1.3821,-0.2507,0,307,751,19330
552,2,-4.6793,5.5628,-3.0415,0,208,825,19330
552,3,-1.1698,7.7784,-0.4679,0,208,825,19330
552,4,-3.9272,7.8907,-0.2618,0,183,829,19330
552,5,-3.5484,8.1171,2.4566,0,153,770,19330
553,1,0.1253,1.3789,-0.2507,0,298,752,19363
553,2,-4.6793,5.5628,-3.0415,0,201,828,19363
553,3,-1.1698,7.7784,-0.4679,0,201,828,19363
553,4,-4.1445,7.6724,-0.259,0,160,846,19363
554,1,0.1671,1.3745,-0.2507,0,308,751,19396
554,2,-4.4453,5.7515,-3.0415,0,203,827,19396
554,3,-1.1698,7.7784,-0.4679,0,203,827,19396
554,4,-3.8855,7.7938,-0.5181,0,168,846,19396
555,1,0.1253,1.3859,-0.2089,0,313,750,19430
555,2,0.7938,1.4134,-0.7409,0,152,833,19430
555,3,-4.6793,5.6845,-2.8076,0,208,825,19430
555,4,-1.1698,7.7784,-0.4679,0,208,825,19430
555,5,-3.8855,7.7938,-0.5181,0,161,848,19430
556,1,0.1253,1.3789,-0.2507,0,307,749,19464
556,2,0.635,1.5603,-0.5821,0,169,836,19464
556,3,-4.6793,5.5628,-3.0415,0,204,825,19464
556,4,-1.1698,7.7784,-0.4679,0,204,825,19464
556,5,-3.9272,7.895,0,0,178,834,19464
557,1,0.1671,1.3745,-0.2507,0,307,749,19497
557,2,-4.6793,5.5628,-3.0415,0,206,822,19497
557,3,-1.1698,7.7784,-0.4679,0,206,822,19497
557,4,-3.8855,7.7938,-0.5181,0,166,844,19497
558,1,0.2089,1.3604,-0.2925,0,320,751,19530
558,2,0.8356,1.0937,0.2925,0,320,751,19530
558,3,0.5292,1.634,-0.4763,0,157,834,19530
558,4,-4.6793,5.5628,-3.0415,0,206,824,19530
558,5,-1.1698,7.7784,-0.4679,0,206,824,19530
558,6,-3.8855,7.7938,-0.5181,0,164,847,19530
559,1,0.1253,1.3789,-0.2507,0,309,749,19563
559,2,0.5821,1.5993,-0.5292,0,152,829,19563
559,3,-4.6793,5.5628,-3.0415,0,205,824,19563
559,4,-1.1698,7.7784,-0.4679,0,205,824,19563
559,5,-3.8855,7.7938,-0.5181,0,167,843,19563
560,1,0.1253,1.3789,-0.2507,0,305,749,19596
560,2,-4.6793,5.5628,-3.0415,0,209,820,19596
560,3,-1.1698,7.7784,-0.4679,0,209,820,19596
560,4,-3.8855,7.7938,-0.5181,0,163,847,19596
561,1,0.1253,1.3859,-0.2089,0,304,747,19630
561,2,0.635,1.5603,-0.5821,0,150,828,19630
561,3,-4.6793,5.5628,-3.0415,0,207,821,19630
561,4,-1.1698,7.7784,-0.4679,0,207,821,19630
561,5,-3.8855,7.7938,-0.5181,0,165,845,19630
561,6,0.8774,1.0177,-0.4178,-1.4275,377,553,19630
562,1,0,1.4015,-0.1253,0,291,747,19663
562,2,0.635,1.5603,-0.5821,0,156,831,19663
562,3,-4.6793,5.5628,-3.0415,0,206,825,19663
562,4,-1.1698,7.7784,-0.4679,0,206,825,19663
562,5,-3.8855,7.7938,-0.5181,0,170,842,19663
562,6,0.8579,0.9148,-0.3899,-1.9033,408,543,19663
562,7,0.7966,0.8879,0.2535,-0.4758,217,762,19663
562,8,0.2897,1.1572,-0.2535,-0.4758,217,762,19663
563,1,0.0836,1.3946,-0.1671,0,302,748,19696
563,2,0.5821,1.5993,-0.5292,0,154,838,19696
563,3,-4.6793,5.5628,-3.0415,0,202,828,19696
563,4,-1.1698,7.7784,-0.4679,0,202,828,19696
563,5,-3.8855,7.7938,-0.5181,0,166,844,19696
563,6,0.9359,0.8154,-0.4289,-1.9033,335,564,19696
563,7,0.8328,0.8424,0.2897,-0.4758,250,763,19696
564,1,0.0836,1.389,-0.2089,0,300,749,19730
564,2,0.635,1.5395,-0.635,0,151,833,19730
564,3,-4.6793,5.5628,-3.0415,0,203,827,19730
564,4,-1.1698,7.7784,-0.4679,0,203,827,19730
564,5,-3.8855,7.7938,-0.5181,0,167,845,19730
565,1,0.1253,1.3859,-0.2089,0,302,751,19763
565,2,-4.6793,5.5628,-3.0415,0,204,825,19763
565,3,-1.1698,7.7784,-0.4679,0,204,825,19763
565,4,-3.8855,7.7938,-0.5181,0,163,847,19763
565,5,0.9776,0.6958,-0.2173,-1.4275,337,567,19763
565,6,0.8356,0.7171,0.234,-0.4758,157,806,19763
565,7,0.3677,1.0298,-0.2674,-0.4758,157,806,19763
565,8,0.3342,1.0492,-0.234,-0.4758,157,806,19763
566,1,0.0836,1.389,-0.2089,0,301,749,19796
566,2,0.635,1.5395,-0.635,0,154,837,19796
566,3,-4.6793,5.5628,-3.0415,0,207,823,19796
566,4,-1.1698,7.7784,-0.4679,0,207,823,19796
566,5,-3.8855,7.7938,-0.5181,0,158,851,19796
566,6,0.9693,0.5636,0.1003,-0.4758,194,803,19796
567,1,0.1253,1.3859,-0.2089,0,303,750,19830
567,2,-4.6793,5.5628,-3.0415,0,207,823,19830
567,3,-1.1698,7.7784,-0.4679,0,207,823,19830
567,4,-3.6264,7.9177,-0.5181,0,162,847,19830
568,1,0.2089,1.3604,-0.2925,0,314,751,19863
568,2,-4.6793,5.5628,-3.0415,0,204,826,19863
568,3,-1.1698,7.7784,-0.4679,0,204,826,19863
568,4,-3.8855,7.7938,-0.5181,0,161,849,19863
569,1,0.1671,1.3814,-0.2089,0,292,752,19897
569,2,0.635,1.5395,-0.635,0,156,835,19897
569,3,-4.6793,5.5628,-3.0415,0,208,822,19897
569,4,-1.1698,7.7784,-0.4679,0,208,822,19897
569,5,-3.8855,7.7938,-0.5181,0,165,846,19897
569,6,0.6128,1.7095,-0.9804,1.4275,152,606,19897
569,7,-1.9608,0.6407,-0.0613,1.4275,152,606,19897
570,1,0.0836,1.389,-0.2089,0,301,747,19930
570,2,0.635,1.5395,-0.635,0,151,829,19930
570,3,-4.6793,5.5628,-3.0415,0,206,824,19930
570,4,-1.1698,7.7784,-0.4679,0,206,824,19930
570,5,-3.8855,7.7938,-0.5181,0,164,847,19930
571,1,0.1253,1.3789,-0.2507,0,301,751,19963
571,2,-4.6793,5.5628,-3.0415,0,207,822,19963
